Pathway identifier,Pathway name,Entities found,Entities total,Entities ratio,Entities pValue,Entities FDR,Reactions found,Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5654726,"Negative regulation of FGFR1 signaling",4,39,0.002568662319699664,0.005777743041011307,0.0808884025741583,7,15,0.0010654922574229295,9606,Homo sapiens,"673;5781;1808","","R-HSA-1295634;R-HSA-5654514;R-HSA-5654672;R-HSA-5654560;R-HSA-1295604;R-HSA-5654673;R-HSA-1549564"
R-HSA-442742,"CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling",4,39,0.002568662319699664,0.005777743041011307,0.0808884025741583,2,7,4.972297201307004E-4,9606,Homo sapiens,"1742;3265;2904;2902","","R-HSA-442732;R-HSA-442760"
R-HSA-9022535,"Loss of phosphorylation of MECP2 at T308",2,7,4.610419548178884E-4,0.007315444061181564,0.1016886475046137,1,1,7.103281716152862E-5,9606,Homo sapiens,"4204","","R-HSA-9005561"
R-HSA-5654687,"Downstream signaling of activated FGFR1",4,42,0.0027662517289073307,0.007454115584194065,0.1016886475046137,23,24,0.001704787611876687,9606,Homo sapiens,"5781;1808;3265","","R-HSA-5654582;R-HSA-5654167;R-HSA-5654165;R-HSA-5654578;R-HSA-5654591;R-HSA-5654586;R-HSA-5654587;R-HSA-5654584;R-HSA-5654392;R-HSA-5654692;R-HSA-5654596;R-HSA-5654597;R-HSA-5654149;R-HSA-5654594;R-HSA-5654690;R-HSA-5656064;R-HSA-5654592;R-HSA-5654575;R-HSA-5654573;R-HSA-5654571;R-HSA-5654600;R-HSA-8941623;R-HSA-5654569"
R-HSA-201722,"Formation of the beta-catenin:TCF transactivating complex",5,67,0.004412830138971218,0.007822203654201054,0.1016886475046137,13,13,9.234266230998721E-4,9606,Homo sapiens,"1499;6597;1387;2033;6934","","R-HSA-3299569;R-HSA-4411367;R-HSA-3322422;R-HSA-3451153;R-HSA-3322427;R-HSA-3364026;R-HSA-3322424;R-HSA-4411372;R-HSA-201712;R-HSA-4411351;R-HSA-3364014;R-HSA-4411357;R-HSA-3451147"
R-HSA-438064,"Post NMDA receptor activation events",6,96,0.006322861094645327,0.008486655810548527,0.11032652553713085,5,39,0.0027702798692996163,9606,Homo sapiens,"1742;3265;2891;2904;2903;2902","","R-HSA-445367;R-HSA-9612085;R-HSA-442732;R-HSA-9618750;R-HSA-442760"
R-HSA-210993,"Tie2 Signaling",3,23,0.0015148521372587763,0.008690614901444516,0.1129779937187787,14,14,9.944594402614007E-4,9606,Homo sapiens,"7010;5781;3265","","R-HSA-210977;R-HSA-210881;R-HSA-204871;R-HSA-204773;R-HSA-204779;R-HSA-204873;R-HSA-204813;R-HSA-204850;R-HSA-204824;R-HSA-210872;R-HSA-204863;R-HSA-210974;R-HSA-204798;R-HSA-204861"
R-HSA-181429,"Serotonin Neurotransmitter Release Cycle",3,23,0.0015148521372587763,0.008690614901444516,0.1129779937187787,2,4,2.841312686461145E-4,9606,Homo sapiens,"22999;6853;6812","","R-HSA-380901;R-HSA-380905"
R-HSA-432142,"Platelet sensitization by LDL",3,23,0.0015148521372587763,0.008690614901444516,0.1129779937187787,4,9,6.392953544537576E-4,9606,Homo sapiens,"5781;1499;5528","","R-HSA-432148;R-HSA-210294;R-HSA-428961;R-HSA-432143"
R-HSA-3899300,"SUMOylation of transcription cofactors",4,44,0.0028979780017124417,0.008732964633429652,0.11352854023458547,4,27,0.001917886063361273,9606,Homo sapiens,"1387;8648;2033;25942","","R-HSA-3899291;R-HSA-4085994;R-HSA-3927959;R-HSA-4085296"
R-HSA-5658442,"Regulation of RAS by GAPs",5,71,0.00467628268458144,0.009870378629184162,0.11844454355020995,5,5,3.5516408580764315E-4,9606,Homo sapiens,"5718;8452;8831;4763;3265","","R-HSA-5658438;R-HSA-5658231;R-HSA-5658435;R-HSA-5658430;R-HSA-5658424"
R-HSA-2682334,"EPH-Ephrin signaling",6,102,0.00671803991306066,0.011181455060946255,0.12733859904533684,23,56,0.003977837761045603,9606,Homo sapiens,"1175;3265;60;2904;1826;2902","","R-HSA-3928602;R-HSA-3928607;R-HSA-4093339;R-HSA-4093336;R-HSA-3928604;R-HSA-3928595;R-HSA-3928627;R-HSA-4093331;R-HSA-3928597;R-HSA-3928628;R-HSA-3928660;R-HSA-3928651;R-HSA-4093327;R-HSA-3928584;R-HSA-3928648;R-HSA-3928591;R-HSA-3928623;R-HSA-3928654;R-HSA-3928642;R-HSA-3928578;R-HSA-3928583;R-HSA-3928646;R-HSA-3928645"
R-HSA-6802953,"RAS signaling downstream of NF1 loss-of-function variants",2,9,5.927682276229994E-4,0.011810737158266416,0.12733859904533684,1,1,7.103281716152862E-5,9606,Homo sapiens,"4763;3265","","R-HSA-6802837"
R-HSA-198753,"ERK/MAPK targets",3,26,0.0017124415464664427,0.012070347545051208,0.12733859904533684,3,7,4.972297201307004E-4,9606,Homo sapiens,"1499;5528;4208","","R-HSA-199959;R-HSA-199929;R-HSA-198669"
R-HSA-5655302,"Signaling by FGFR1 in disease",4,49,0.003227293683725219,0.012533823325533988,0.12733859904533684,21,35,0.002486148600653502,9606,Homo sapiens,"1808;3265","","R-HSA-1839100;R-HSA-2023455;R-HSA-2023451;R-HSA-1839098;R-HSA-5654544;R-HSA-5654545;R-HSA-5655326;R-HSA-5655263;R-HSA-1839094;R-HSA-8853325;R-HSA-1982066;R-HSA-5655290;R-HSA-8853322;R-HSA-1982065;R-HSA-5655269;R-HSA-5655266;R-HSA-5655278;R-HSA-2023462;R-HSA-2023460;R-HSA-5655240;R-HSA-2023456"
R-HSA-5675221,"Negative regulation of MAPK pathway",4,49,0.003227293683725219,0.012533823325533988,0.12733859904533684,7,17,0.0012075578917459867,9606,Homo sapiens,"673;3265;5536;5528","","R-HSA-5674022;R-HSA-5675431;R-HSA-5674018;R-HSA-5675198;R-HSA-5674140;R-HSA-5675417;R-HSA-5675433"
R-HSA-400253,"Circadian Clock",6,105,0.006915629322268326,0.012733859904533684,0.12733859904533684,13,59,0.004190936212530189,9606,Homo sapiens,"1387;8648;2033;79718;10743;4208","","R-HSA-879724;R-HSA-1368087;R-HSA-1368119;R-HSA-1368081;R-HSA-1801587;R-HSA-5663293;R-HSA-549475;R-HSA-400342;R-HSA-1368065;R-HSA-5663264;R-HSA-5663246;R-HSA-1368140;R-HSA-5663273"
R-HSA-8951430,"RUNX3 regulates WNT signaling",2,10,6.586313640255549E-4,0.01441043736062797,0.1418593910537067,5,5,3.5516408580764315E-4,9606,Homo sapiens,"1499;6934","","R-HSA-4411367;R-HSA-8951442;R-HSA-8951443;R-HSA-8951428;R-HSA-4411357"
R-HSA-4411364,"Binding of TCF/LEF:CTNNB1 to target gene promoters",2,10,6.586313640255549E-4,0.01441043736062797,0.1418593910537067,4,4,2.841312686461145E-4,9606,Homo sapiens,"1499;6934","","R-HSA-4411351;R-HSA-4411367;R-HSA-4411357;R-HSA-4411372"
R-HSA-1369007,"Mitochondrial ABC transporters",2,10,6.586313640255549E-4,0.01441043736062797,0.1418593910537067,2,2,1.4206563432305724E-4,9606,Homo sapiens,"773;777","","R-HSA-382560;R-HSA-1369065"
R-HSA-5654689,"PI-3K cascade:FGFR1",3,28,0.0018441678192715537,0.014686632321793014,0.1418593910537067,6,7,4.972297201307004E-4,9606,Homo sapiens,"5781;1808","","R-HSA-5654692;R-HSA-5654596;R-HSA-5654594;R-HSA-5654690;R-HSA-5654592;R-HSA-5654591"
R-HSA-381340,"Transcriptional regulation of white adipocyte differentiation",6,109,0.007179081867878548,0.015030977679856061,0.1418593910537067,10,19,0.001349623526069044,9606,Homo sapiens,"1387;8648;9969;2033;23389;79718","","R-HSA-1183058;R-HSA-560472;R-HSA-560473;R-HSA-560491;R-HSA-560493;R-HSA-560510;R-HSA-381309;R-HSA-1183003;R-HSA-560498;R-HSA-560517"
R-HSA-3928662,"EPHB-mediated forward signaling",4,52,0.0034248830929328854,0.015252072013221096,0.1418593910537067,8,26,0.0018468532461997443,9606,Homo sapiens,"3265;60;2904;2902","","R-HSA-3928623;R-HSA-4093339;R-HSA-4093336;R-HSA-3928595;R-HSA-3928627;R-HSA-3928583;R-HSA-4093331;R-HSA-3928645"
R-HSA-8864260,"Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors",4,52,0.0034248830929328854,0.015252072013221096,0.1418593910537067,6,44,0.0031254439551072597,9606,Homo sapiens,"1387;2033;7528;10765","","R-HSA-8864453;R-HSA-8864307;R-HSA-8864466;R-HSA-8865265;R-HSA-8865280;R-HSA-8865256"
R-HSA-3214847,"HATs acetylate histones",6,110,0.007244945004281104,0.015647378629343955,0.1418593910537067,6,15,0.0010654922574229295,9606,Homo sapiens,"10943;1387;8648;2033;60;284058","","R-HSA-3321975;R-HSA-3697008;R-HSA-3662335;R-HSA-3321883;R-HSA-3321805;R-HSA-5579018"
R-HSA-198725,"Nuclear Events (kinase and transcription factor activation)",5,80,0.0052690509122044395,0.015762154561522967,0.1418593910537067,8,48,0.003409575223753374,9606,Homo sapiens,"3192;1499;2033;5528;4208","","R-HSA-9621042;R-HSA-9620723;R-HSA-199959;R-HSA-9613460;R-HSA-9613451;R-HSA-199929;R-HSA-198669;R-HSA-9620717"
R-HSA-1236394,"Signaling by ERBB4",5,82,0.00540077718500955,0.017332130678278768,0.1559891761045089,4,52,0.0036937064923994885,9606,Homo sapiens,"1742;2562;3265;2561;2670","","R-HSA-9612593;R-HSA-1253321;R-HSA-1250383;R-HSA-9612639"
R-HSA-5654688,"SHC-mediated cascade:FGFR1",3,30,0.0019758940920766646,0.017598745372064406,0.15838870834857965,4,4,2.841312686461145E-4,9606,Homo sapiens,"1808;3265","","R-HSA-5654582;R-HSA-5654597;R-HSA-5654573;R-HSA-5654600"
R-HSA-5621575,"CD209 (DC-SIGN) signaling",3,30,0.0019758940920766646,0.017598745372064406,0.15838870834857965,6,11,7.813609887768149E-4,9606,Homo sapiens,"1387;3265;2033","","R-HSA-5621573;R-HSA-5660660;R-HSA-5624486;R-HSA-5624492;R-HSA-5624494;R-HSA-5660666"
R-HSA-195721,"Signaling by WNT",12,332,0.02186656128564842,0.018679628712559904,0.16811665841303913,58,157,0.011152152294359995,9606,Homo sapiens,"5718;1457;1995;8452;1499;6597;1387;57680;1175;2033;6934;5528","","R-HSA-3322422;R-HSA-3601585;R-HSA-3769393;R-HSA-3322427;R-HSA-3769392;R-HSA-3364026;R-HSA-4641231;R-HSA-3322424;R-HSA-3769394;R-HSA-4608855;R-HSA-4411351;R-HSA-3769391;R-HSA-3364014;R-HSA-3640874;R-HSA-5665608;R-HSA-3769383;R-HSA-4411357;R-HSA-4411367;R-HSA-3451153;R-HSA-4411365;R-HSA-1504190;R-HSA-4641260;R-HSA-4641256;R-HSA-4411372;R-HSA-195251;R-HSA-4411383;R-HSA-3772430;R-HSA-3451147;R-HSA-3299569;R-HSA-1504213;R-HSA-5140747;R-HSA-201669;R-HSA-2130279;R-HSA-195275;R-HSA-2130282;R-HSA-2130286;R-HSA-5138433;R-HSA-5229343;R-HSA-195283;R-HSA-195280;R-HSA-5138459;R-HSA-5368580;R-HSA-195287;R-HSA-8944349;R-HSA-201685;R-HSA-1504193;R-HSA-8944362;R-HSA-3361751;R-HSA-195300;R-HSA-8944352;R-HSA-195304;R-HSA-5229348;R-HSA-5626938;R-HSA-201712;R-HSA-5334050;R-HSA-195318;R-HSA-201717;R-HSA-3364042"
R-HSA-8866907,"Activation of the TFAP2 (AP-2) family of transcription factors",2,12,7.903576368306659E-4,0.020269035553318937,0.18242131997987043,1,4,2.841312686461145E-4,9606,Homo sapiens,"1387;2033","","R-HSA-8864307"
R-HSA-2122947,"NOTCH1 Intracellular Domain Regulates Transcription",4,57,0.003754198774945663,0.020555207897141825,0.18499687107427643,14,18,0.0012785907089075152,9606,Homo sapiens,"26960;1387;2033;79718","","R-HSA-9667638;R-HSA-4396371;R-HSA-1980078;R-HSA-1980047;R-HSA-1912393;R-HSA-1912394;R-HSA-4396347;R-HSA-4396379;R-HSA-1912388;R-HSA-1912391;R-HSA-9667657;R-HSA-1980067;R-HSA-4396382;R-HSA-1980065"
R-HSA-210500,"Glutamate Neurotransmitter Release Cycle",3,32,0.0021076203648817756,0.02080938505768759,0.18728446551918831,3,8,5.68262537292229E-4,9606,Homo sapiens,"22999;2891;6812","","R-HSA-70609;R-HSA-210426;R-HSA-210430"
R-HSA-8878159,"Transcriptional regulation by RUNX3",6,118,0.007771850095501548,0.021219087875078535,0.1886466223498967,19,47,0.0033385424065918456,9606,Homo sapiens,"23229;5718;1499;1387;2033;6934","","R-HSA-8951977;R-HSA-8878243;R-HSA-4411367;R-HSA-8951951;R-HSA-8878220;R-HSA-8952419;R-HSA-8951428;R-HSA-8952101;R-HSA-8952408;R-HSA-1980047;R-HSA-8952058;R-HSA-8951966;R-HSA-1989766;R-HSA-4396347;R-HSA-8952081;R-HSA-8878237;R-HSA-8951442;R-HSA-8951443;R-HSA-4411357"
R-HSA-4641262,"Disassembly of the destruction complex and recruitment of AXIN to the membrane",3,33,0.0021734835012843312,0.022527081984795472,0.1886466223498967,2,7,4.972297201307004E-4,9606,Homo sapiens,"1995;1499;5528","","R-HSA-201685;R-HSA-3601585"
R-HSA-9006115,"Signaling by NTRK2 (TRKB)",3,33,0.0021734835012843312,0.022527081984795472,0.1886466223498967,5,38,0.002699247052138088,9606,Homo sapiens,"5781;3265;2904","","R-HSA-9032601;R-HSA-9026891;R-HSA-9031981;R-HSA-9032067;R-HSA-9032582"
R-HSA-373752,"Netrin-1 signaling",4,59,0.003885925047750774,0.02295628345375189,0.1886466223498967,12,37,0.0026282142349765593,9606,Homo sapiens,"5781;1499;7204;1826","","R-HSA-451366;R-HSA-418850;R-HSA-451347;R-HSA-451345;R-HSA-418865;R-HSA-418863;R-HSA-376126;R-HSA-418858;R-HSA-418874;R-HSA-418856;R-HSA-376123;R-HSA-376122"
R-HSA-5576892,"Phase 0 - rapid depolarisation",3,34,0.0022393466376868865,0.0243197506822459,0.1886466223498967,1,2,1.4206563432305724E-4,9606,Homo sapiens,"6334;6323;6326","","R-HSA-5576895"
R-HSA-195253,"Degradation of beta-catenin by the destruction complex",5,91,0.00599354541263255,0.025669829457877436,0.1886466223498967,17,23,0.0016337547947151583,9606,Homo sapiens,"5718;1995;1499;6934;5528","","R-HSA-195300;R-HSA-2130279;R-HSA-8944352;R-HSA-195275;R-HSA-4641231;R-HSA-195304;R-HSA-2130282;R-HSA-5229348;R-HSA-2130286;R-HSA-5229343;R-HSA-195283;R-HSA-195251;R-HSA-195280;R-HSA-5334050;R-HSA-195318;R-HSA-195287;R-HSA-8944349"
R-HSA-2219528,"PI3K/AKT Signaling in Cancer",6,124,0.008167028913916881,0.02618695359343559,0.1886466223498967,4,21,0.0014916891603921011,9606,Homo sapiens,"5728;5781;2475;1808;7249","","R-HSA-2243938;R-HSA-2317387;R-HSA-2399982;R-HSA-2400009"
R-HSA-450282,"MAPK targets/ Nuclear events mediated by MAP kinases",3,35,0.002305209774089442,0.02618732892862141,0.1886466223498967,4,16,0.001136525074584458,9606,Homo sapiens,"1499;5528;4208","","R-HSA-199959;R-HSA-168053;R-HSA-199929;R-HSA-198669"
R-HSA-5467348,"Truncations of AMER1 destabilize the destruction complex",2,14,9.220839096357768E-4,0.026949517478556673,0.1886466223498967,1,1,7.103281716152862E-5,9606,Homo sapiens,"1995;5528","","R-HSA-4839746"
R-HSA-5467337,"APC truncation mutants have impaired AXIN binding",2,14,9.220839096357768E-4,0.026949517478556673,0.1886466223498967,1,1,7.103281716152862E-5,9606,Homo sapiens,"1995;5528","","R-HSA-4791278"
R-HSA-5467340,"AXIN missense mutants destabilize the destruction complex",2,14,9.220839096357768E-4,0.026949517478556673,0.1886466223498967,1,1,7.103281716152862E-5,9606,Homo sapiens,"1995;5528","","R-HSA-4839734"
R-HSA-4839744,"Signaling by APC mutants",2,14,9.220839096357768E-4,0.026949517478556673,0.1886466223498967,1,2,1.4206563432305724E-4,9606,Homo sapiens,"1995;5528","","R-HSA-4791278"
R-HSA-380972,"Energy dependent regulation of mTOR by LKB1-AMPK",3,36,0.0023710729104919974,0.028129677165034006,0.19690774015523804,3,7,4.972297201307004E-4,9606,Homo sapiens,"7248;2475;7249","","R-HSA-447074;R-HSA-380979;R-HSA-380927"
R-HSA-2173793,"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer",4,64,0.004215240729763551,0.02967992456525148,0.2064171829261925,14,51,0.00362267367523796,9606,Homo sapiens,"23229;6497;2033;8239","","R-HSA-870479;R-HSA-9733207;R-HSA-2031355;R-HSA-870437;R-HSA-9736959;R-HSA-173481;R-HSA-2186767;R-HSA-2106579;R-HSA-9733216;R-HSA-2186741;R-HSA-2106586;R-HSA-2186747;R-HSA-9736970;R-HSA-2106591"
R-HSA-399719,"Trafficking of AMPA receptors",3,37,0.002436936046894553,0.03014658223459088,0.2064171829261925,4,4,2.841312686461145E-4,9606,Homo sapiens,"1742;1175;2891","","R-HSA-416320;R-HSA-416639;R-HSA-421007;R-HSA-416985"
R-HSA-376172,"DSCAM interactions",2,15,9.879470460383323E-4,0.030577448317375522,0.2064171829261925,6,6,4.2619690296917176E-4,9606,Homo sapiens,"1499;1826","","R-HSA-451366;R-HSA-451347;R-HSA-451345;R-HSA-376126;R-HSA-376123;R-HSA-376122"
R-HSA-1839122,"Signaling by activated point mutants of FGFR1",2,15,9.879470460383323E-4,0.030577448317375522,0.2064171829261925,4,4,2.841312686461145E-4,9606,Homo sapiens,"1808","","R-HSA-2023455;R-HSA-2023451;R-HSA-2023460;R-HSA-2023456"
R-HSA-1234158,"Regulation of gene expression by Hypoxia-inducible Factor",2,15,9.879470460383323E-4,0.030577448317375522,0.2064171829261925,4,7,4.972297201307004E-4,9606,Homo sapiens,"1387;2033","","R-HSA-1234167;R-HSA-1235035;R-HSA-1235070;R-HSA-1235037"
R-HSA-4839735,"Signaling by AXIN mutants",2,15,9.879470460383323E-4,0.030577448317375522,0.2064171829261925,1,2,1.4206563432305724E-4,9606,Homo sapiens,"1995;5528","","R-HSA-4839734"
R-HSA-4839748,"Signaling by AMER1 mutants",2,15,9.879470460383323E-4,0.030577448317375522,0.2064171829261925,1,2,1.4206563432305724E-4,9606,Homo sapiens,"1995;5528","","R-HSA-4839746"
R-HSA-4420097,"VEGFA-VEGFR2 Pathway",6,129,0.008496344595929657,0.030874438575137164,0.2064171829261925,7,79,0.0056115925557607615,9606,Homo sapiens,"1499;2475;3265;60;10787","","R-HSA-5218845;R-HSA-198640;R-HSA-5357477;R-HSA-2029465;R-HSA-187688;R-HSA-5218916;R-HSA-5218804"
R-HSA-112399,"IRS-mediated signalling",4,65,0.004281103866166107,0.03115003858058696,0.2064171829261925,2,9,6.392953544537576E-4,9606,Homo sapiens,"5781;1808;3265","","R-HSA-109699;R-HSA-109817"
R-HSA-2173795,"Downregulation of SMAD2/3:SMAD4 transcriptional activity",3,38,0.002502799183297109,0.03223776099688358,0.2064171829261925,8,27,0.001917886063361273,9606,Homo sapiens,"23229;6497;8239","","R-HSA-870479;R-HSA-2186741;R-HSA-870437;R-HSA-2186747;R-HSA-173481;R-HSA-9736970;R-HSA-2186767;R-HSA-2106591"
R-HSA-9029569,"NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux",4,66,0.0043469670025686625,0.032662342774072206,0.2064171829261925,7,40,0.0028413126864611452,9606,Homo sapiens,"8648;2033;2670;79718","","R-HSA-9029561;R-HSA-9024361;R-HSA-9605057;R-HSA-9029551;R-HSA-9024334;R-HSA-9024386;R-HSA-9024326"
R-HSA-8941856,"RUNX3 regulates NOTCH signaling",2,16,0.0010538101824408878,0.034386681859304935,0.2064171829261925,5,7,4.972297201307004E-4,9606,Homo sapiens,"1387;2033","","R-HSA-1980047;R-HSA-8878243;R-HSA-4396347;R-HSA-8878237;R-HSA-8878220"
R-HSA-9617629,"Regulation of FOXO transcriptional activity by acetylation",2,16,0.0010538101824408878,0.034386681859304935,0.2064171829261925,6,9,6.392953544537576E-4,9606,Homo sapiens,"1387;2033","","R-HSA-9617683;R-HSA-9620515;R-HSA-9626928;R-HSA-9626945;R-HSA-9617735;R-HSA-9617758"
R-HSA-9028731,"Activated NTRK2 signals through FRS2 and FRS3",2,16,0.0010538101824408878,0.034386681859304935,0.2064171829261925,2,7,4.972297201307004E-4,9606,Homo sapiens,"5781;3265","","R-HSA-9031981;R-HSA-9032067"
R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",3,39,0.002568662319699664,0.03440286382103208,0.2064171829261925,6,9,6.392953544537576E-4,9606,Homo sapiens,"1742;1175;2891","","R-HSA-416320;R-HSA-416639;R-HSA-421007;R-HSA-399711;R-HSA-420975;R-HSA-416985"
R-HSA-1839124,"FGFR1 mutant receptor activation",3,39,0.002568662319699664,0.03440286382103208,0.2064171829261925,11,25,0.0017758204290382155,9606,Homo sapiens,"1808","","R-HSA-2023455;R-HSA-2023451;R-HSA-5654544;R-HSA-5654545;R-HSA-2023462;R-HSA-2023460;R-HSA-8853325;R-HSA-1982066;R-HSA-8853322;R-HSA-2023456;R-HSA-1982065"
R-RNO-112411,"MAPK1 (ERK2) activation",2,11,0.001059322033898305,0.03471344346400196,0.931306943712382,1,3,3.7797656545294193E-4,10116,Rattus norvegicus,"2903;2902","","R-RNO-109858"
R-HSA-9673013,"Diseases of Telomere Maintenance",1,2,1.3172627280511097E-4,0.03545170581215151,0.21271023487290908,2,2,1.4206563432305724E-4,9606,Homo sapiens,"546","","R-HSA-9670619;R-HSA-9670620"
R-HSA-9006821,"Alternative Lengthening of Telomeres (ALT)",1,2,1.3172627280511097E-4,0.03545170581215151,0.21271023487290908,2,2,1.4206563432305724E-4,9606,Homo sapiens,"546","","R-HSA-9670619;R-HSA-9670620"
R-HSA-9670621,"Defective Inhibition of DNA Recombination at Telomere",1,2,1.3172627280511097E-4,0.03545170581215151,0.21271023487290908,2,2,1.4206563432305724E-4,9606,Homo sapiens,"546","","R-HSA-9670619;R-HSA-9670620"
R-HSA-9670613,"Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations",1,2,1.3172627280511097E-4,0.03545170581215151,0.21271023487290908,1,1,7.103281716152862E-5,9606,Homo sapiens,"546","","R-HSA-9670620"
R-HSA-9670615,"Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations",1,2,1.3172627280511097E-4,0.03545170581215151,0.21271023487290908,1,1,7.103281716152862E-5,9606,Homo sapiens,"546","","R-HSA-9670619"
R-HSA-977443,"GABA receptor activation",4,68,0.004478693275373773,0.035813984144652866,0.2148839048679172,7,12,8.523938059383435E-4,9606,Homo sapiens,"23229;2562;2770;2561","","R-HSA-170674;R-HSA-975340;R-HSA-170666;R-HSA-8856398;R-HSA-392206;R-HSA-170686;R-HSA-170671"
R-HSA-2428928,"IRS-related events triggered by IGF1R",4,69,0.004544556411776329,0.0374534944979934,0.2247209669879604,2,12,8.523938059383435E-4,9606,Homo sapiens,"5781;1808;3265","","R-HSA-109699;R-HSA-109817"
R-HSA-5688426,"Deubiquitination",10,289,0.019034446420338535,0.03878545819337509,0.2316038159913092,16,77,0.0054695269214377045,9606,Homo sapiens,"5728;1788;5718;55777;2332;2033;8239;60;2670;7528","","R-HSA-870479;R-HSA-6781764;R-HSA-5691381;R-HSA-5689649;R-HSA-5689630;R-HSA-5665854;R-HSA-5689950;R-HSA-870437;R-HSA-5690790;R-HSA-5690759;R-HSA-5689539;R-HSA-5690785;R-HSA-5665871;R-HSA-2179291;R-HSA-8873946;R-HSA-5689544"
R-HSA-5673000,"RAF activation",3,41,0.002700388592504775,0.03895313081464591,0.2316038159913092,9,12,8.523938059383435E-4,9606,Homo sapiens,"673;3265;5528","","R-HSA-5672950;R-HSA-5672966;R-HSA-5672951;R-HSA-5672960;R-HSA-5672961;R-HSA-9653108;R-HSA-5672957;R-HSA-9658445;R-HSA-5672969"
R-RNO-110056,"MAPK3 (ERK1) activation",2,12,0.0011556240369799693,0.040614304351889285,0.931306943712382,1,4,5.039687539372559E-4,10116,Rattus norvegicus,"2903;2902","","R-RNO-109857"
R-HSA-2426168,"Activation of gene expression by SREBF (SREBP)",4,71,0.00467628268458144,0.04086015689630318,0.2316038159913092,4,42,0.0029833783207842022,9606,Homo sapiens,"1387;8648;1717;79718","","R-HSA-1655848;R-HSA-1655850;R-HSA-1655827;R-HSA-1655826"
R-HSA-187687,"Signalling to ERKs",3,42,0.0027662517289073307,0.04133729307544487,0.2316038159913092,14,32,0.002273050149168916,9606,Homo sapiens,"673;1499;3265","","R-HSA-9610163;R-HSA-171011;R-HSA-5686071;R-HSA-9612980;R-HSA-170986;R-HSA-187688;R-HSA-169901;R-HSA-187698;R-HSA-171026;R-HSA-170965;R-HSA-9610154;R-HSA-9610152;R-HSA-9610153;R-HSA-9610156"
R-HSA-2032785,"YAP1- and WWTR1 (TAZ)-stimulated gene expression",2,18,0.0011855364552459987,0.04251888853460861,0.2316038159913092,5,9,6.392953544537576E-4,9606,Homo sapiens,"23229;2033","","R-HSA-2032781;R-HSA-2032794;R-HSA-1989766;R-HSA-2064932;R-HSA-2032800"
R-HSA-9701898,"STAT3 nuclear events downstream of ALK signaling",2,18,0.0011855364552459987,0.04251888853460861,0.2316038159913092,5,10,7.103281716152863E-4,9606,Homo sapiens,"2033;25942","","R-HSA-9701556;R-HSA-9701557;R-HSA-9701548;R-HSA-9701549;R-HSA-9701531"
R-HSA-5578768,"Physiological factors",2,18,0.0011855364552459987,0.04251888853460861,0.2316038159913092,1,6,4.2619690296917176E-4,9606,Homo sapiens,"23229;2033","","R-HSA-2032800"
R-HSA-2428924,"IGF1R signaling cascade",4,72,0.004742145820983995,0.042627347144432504,0.2316038159913092,3,17,0.0012075578917459867,9606,Homo sapiens,"5781;1808;3265","","R-HSA-109699;R-HSA-109817;R-HSA-5686318"
R-HSA-74751,"Insulin receptor signalling cascade",4,72,0.004742145820983995,0.042627347144432504,0.2316038159913092,3,25,0.0017758204290382155,9606,Homo sapiens,"5781;1808;3265","","R-HSA-109699;R-HSA-109817;R-HSA-109807"
R-HSA-194138,"Signaling by VEGF",6,140,0.009220839096357769,0.04303081984898416,0.2316038159913092,7,86,0.0061088222758914614,9606,Homo sapiens,"1499;2475;3265;60;10787","","R-HSA-5218845;R-HSA-198640;R-HSA-5357477;R-HSA-2029465;R-HSA-187688;R-HSA-5218916;R-HSA-5218804"
R-HSA-400206,"Regulation of lipid metabolism by PPARalpha",7,177,0.011657775143252322,0.04327644172492795,0.2316038159913092,44,45,0.003196476772268788,9606,Homo sapiens,"1387;8648;9969;2033;23389;79718;25942","","R-HSA-400143;R-HSA-1655826;R-HSA-1989778;R-HSA-1989779;R-HSA-560517;R-HSA-1989776;R-HSA-1989777;R-HSA-1989774;R-HSA-560473;R-HSA-1989775;R-HSA-1989772;R-HSA-1989773;R-HSA-1989770;R-HSA-1368065;R-HSA-1989771;R-HSA-1989768;R-HSA-1989767;R-HSA-1989764;R-HSA-1989765;R-HSA-1989762;R-HSA-1989760;R-HSA-1989761;R-HSA-9734475;R-HSA-1989758;R-HSA-1989759;R-HSA-879724;R-HSA-1989756;R-HSA-1989757;R-HSA-1989754;R-HSA-1989755;R-HSA-1989752;R-HSA-1989753;R-HSA-1801587;R-HSA-1989750;R-HSA-1989751;R-HSA-1989748;R-HSA-1989749;R-HSA-1989746;R-HSA-1989747;R-HSA-1989745;R-HSA-1655848;R-HSA-400183;R-HSA-1655850;R-HSA-1592238"
R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",3,43,0.002832114865309886,0.04379338177062497,0.2316038159913092,1,20,0.0014206563432305726,9606,Homo sapiens,"1387;8648;79718","","R-HSA-879724"
