Pathway identifier,Pathway name,Entities found,Entities total,Entities ratio,Entities pValue,Entities FDR,Reactions found,Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-CEL-2022928,"HS-GAG biosynthesis",1,17,0.0030471410647069366,0.9763537342835412,0.9999992892880236,1,8,0.0021645021645021645,6239,Caenorhabditis elegans,"57705","","R-CEL-744231"
R-HSA-162906,"HIV Infection",13,260,0.01712441546466443,0.9764763113465146,0.9764763113465146,61,160,0.011365250745844581,9606,Homo sapiens,"9631;1175;55690;5062;5718;2547;1981;8945;7514;11198;55746;6878;6749","","R-HSA-180739;R-HSA-182279;R-HSA-180622;R-HSA-182286;R-HSA-167181;R-HSA-167191;R-HSA-180885;R-HSA-175258;R-HSA-182171;R-HSA-167192;R-HSA-167196;R-HSA-167197;R-HSA-9613490;R-HSA-167459;R-HSA-167076;R-HSA-165028;R-HSA-167077;R-HSA-182186;R-HSA-9613498;R-HSA-165034;R-HSA-167084;R-HSA-167597;R-HSA-167090;R-HSA-167474;R-HSA-165043;R-HSA-167601;R-HSA-182198;R-HSA-165047;R-HSA-167477;R-HSA-167481;R-HSA-167097;R-HSA-165055;R-HSA-167484;R-HSA-167234;R-HSA-167235;R-HSA-175174;R-HSA-167113;R-HSA-175177;R-HSA-167118;R-HSA-164943;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-167130;R-HSA-167134;R-HSA-180573;R-HSA-167136;R-HSA-180710;R-HSA-167150;R-HSA-180591;R-HSA-167148;R-HSA-167282;R-HSA-167537;R-HSA-182263;R-HSA-180599;R-HSA-167284;R-HSA-180597;R-HSA-180603;R-HSA-167288;R-HSA-180732;R-HSA-167292"
R-BTA-418360,"Platelet calcium homeostasis",1,32,0.0030592734225621415,0.9767041971049244,0.9999751596809575,1,6,7.52823086574655E-4,9913,Bos taurus,"26290","","R-BTA-418365"
R-BTA-69273,"Cyclin A/B1/B2 associated events during G2/M transition",1,32,0.0030592734225621415,0.9767041971049244,0.9999751596809575,3,21,0.0026348808030112925,9913,Bos taurus,"26960","","R-BTA-170055;R-BTA-170057;R-BTA-170161"
R-HSA-6784531,"tRNA processing in the nucleus",2,70,0.004610419548178884,0.9769587830174085,0.9769587830174085,1,7,4.972297201307004E-4,9606,Homo sapiens,"9631;55746","","R-HSA-6783483"
R-CFA-73614,"Pyrimidine salvage",1,30,0.0030807147258163892,0.9773109207957639,0.9999940307389951,1,8,0.0010745466756212224,9615,Canis familiaris,"56145","","R-CFA-109903"
R-SPO-727802,"Transport of nucleotide sugars",1,7,0.0030809859154929575,0.9773184926487251,0.9999999999975917,2,4,0.0026972353337828725,4896,Schizosaccharomyces pombe,"57705","","R-SPO-742354;R-SPO-741450"
R-RNO-6794361,"Neurexins and neuroligins",1,32,0.0030816640986132513,0.9773374170644401,0.9956931677484687,2,7,8.819453193901979E-4,10116,Rattus norvegicus,"2742","","R-RNO-6794347;R-RNO-6794355"
R-RNO-418360,"Platelet calcium homeostasis",1,32,0.0030816640986132513,0.9773374170644401,0.9956931677484687,1,6,7.559531309058839E-4,10116,Rattus norvegicus,"2259;2258","","R-RNO-425661"
R-RNO-3295583,"TRP channels",1,32,0.0030816640986132513,0.9773374170644401,0.9956931677484687,1,7,8.819453193901979E-4,10116,Rattus norvegicus,"3778","","R-RNO-9701211"
R-SSC-3000480,"Scavenging by Class A Receptors",1,31,0.003093812375249501,0.9776737496468613,0.9999968814693373,1,2,2.6528717336516777E-4,9823,Sus scrofa,"4208","","R-SSC-2203480"
R-HSA-73779,"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening",1,47,0.003095567410920108,0.9777219248343225,0.9777219248343225,5,5,3.5516408580764315E-4,9606,Homo sapiens,"6878","","R-HSA-109637;R-HSA-109636;R-HSA-109639;R-HSA-75095;R-HSA-109638"
R-HSA-5696395,"Formation of Incision Complex in GG-NER",1,47,0.003095567410920108,0.9777219248343225,0.9777219248343225,1,10,7.103281716152863E-4,9606,Homo sapiens,"85015","","R-HSA-5696465"
R-HSA-379726,"Mitochondrial tRNA aminoacylation",1,47,0.003095567410920108,0.9777219248343225,0.9777219248343225,1,21,0.0014916891603921011,9606,Homo sapiens,"23503","","R-HSA-380176"
R-CEL-975578,"Reactions specific to the complex N-glycan synthesis pathway",2,26,0.004660333393081197,0.9781333613482648,0.9999992892880236,2,5,0.0013528138528138528,6239,Caenorhabditis elegans,"57705;4208","","R-CEL-975829;R-CEL-975814"
R-CEL-446210,"Synthesis of UDP-N-acetyl-glucosamine",2,26,0.004660333393081197,0.9781333613482648,0.9999992892880236,2,6,0.0016233766233766235,6239,Caenorhabditis elegans,"57634;57705","","R-CEL-449715;R-CEL-446204"
R-HSA-199977,"ER to Golgi Anterograde Transport",7,164,0.0108015543700191,0.9782181340823649,0.9782181340823649,17,39,0.0027702798692996163,9606,Homo sapiens,"1778;287;288;83696;51693;6711;2890","","R-HSA-6807877;R-HSA-6807875;R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-6809006;R-HSA-5694527;R-HSA-204008;R-HSA-6809003;R-HSA-5694522;R-HSA-5694439;R-HSA-6809011;R-HSA-6809010;R-HSA-5694446;R-HSA-5694442;R-HSA-5694441;R-HSA-5694409"
R-HSA-9717189,"Sensory perception of taste",6,147,0.009681881051175657,0.9785246143443302,0.9785246143443302,5,25,0.0017758204290382155,9606,Homo sapiens,"673;675;6335;667;6326;4638","","R-HSA-9717396;R-HSA-9717382;R-HSA-9728752;R-HSA-9728748;R-HSA-9728747"
R-BTA-445717,"Aquaporin-mediated transport",2,49,0.004684512428298279,0.9786812874040071,0.9999751596809575,3,19,0.002383939774153074,9913,Bos taurus,"26047;26050","","R-BTA-507868;R-BTA-432067;R-BTA-507870"
R-MMU-5675482,"Regulation of necroptotic cell death",1,34,0.003146400148065889,0.979073088145601,0.9999911660411962,1,17,0.0020638582008012628,10090,Mus musculus,"57705","","R-MMU-9687828"
R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",7,165,0.010867417506421655,0.9792480395004112,0.9792480395004112,7,67,0.004759198749822418,9606,Homo sapiens,"6531;1012;55356;1121;1131;1183;6529","","R-HSA-442422;R-HSA-435366;R-HSA-444007;R-HSA-437300;R-HSA-379393;R-HSA-444160;R-HSA-549297"
R-BTA-162710,"Synthesis of glycosylphosphatidylinositol (GPI)",1,33,0.0031548757170172083,0.9792902710507468,0.9999751596809575,1,8,0.0010037641154328732,9913,Bos taurus,"57705","","R-BTA-162730"
R-HSA-72737,"Cap-dependent Translation Initiation",5,130,0.008562207732332214,0.9793735460602144,0.9793735460602144,14,18,0.0012785907089075152,9606,Homo sapiens,"8666;6134;1981;26986;1977","","R-HSA-72673;R-HSA-72672;R-HSA-72676;R-HSA-72647;R-HSA-72619;R-HSA-156808;R-HSA-72621;R-HSA-72622;R-HSA-72691;R-HSA-72631;R-HSA-72697;R-HSA-72635;R-HSA-157849;R-HSA-72671"
R-HSA-72613,"Eukaryotic Translation Initiation",5,130,0.008562207732332214,0.9793735460602144,0.9793735460602144,16,21,0.0014916891603921011,9606,Homo sapiens,"8666;6134;1981;26986;1977","","R-HSA-72673;R-HSA-72672;R-HSA-72676;R-HSA-72647;R-HSA-72619;R-HSA-156808;R-HSA-72621;R-HSA-72622;R-HSA-72691;R-HSA-156823;R-HSA-72631;R-HSA-72697;R-HSA-156826;R-HSA-72635;R-HSA-157849;R-HSA-72671"
R-HSA-5693538,"Homology Directed Repair",5,130,0.008562207732332214,0.9793735460602144,0.9793735460602144,18,52,0.0036937064923994885,9606,Homo sapiens,"8970;675;7468;51720;23426","","R-HSA-5693620;R-HSA-5684052;R-HSA-5693589;R-HSA-5686483;R-HSA-5693584;R-HSA-5685341;R-HSA-5685242;R-HSA-9709273;R-HSA-5687640;R-HSA-5693593;R-HSA-5693561;R-HSA-5684071;R-HSA-5686469;R-HSA-5693539;R-HSA-9763137;R-HSA-5685838;R-HSA-5686410;R-HSA-5686440"
R-HSA-549132,"Organic cation/anion/zwitterion transport",1,48,0.0031614305473226635,0.9794566902191377,0.9794566902191377,1,12,8.523938059383435E-4,9606,Homo sapiens,"55356","","R-HSA-549297"
R-HSA-1474228,"Degradation of the extracellular matrix",6,148,0.009747744187578213,0.9795905358694971,0.9795905358694971,34,105,0.007458445801960506,9606,Homo sapiens,"147968;1630;2200;22909;1636;3912","","R-HSA-4086205;R-HSA-1474197;R-HSA-1564179;R-HSA-3791295;R-HSA-1604752;R-HSA-1604690;R-HSA-2534248;R-HSA-2168046;R-HSA-1564120;R-HSA-1564184;R-HSA-1566981;R-HSA-1566979;R-HSA-3791149;R-HSA-2533874;R-HSA-8848658;R-HSA-1592270;R-HSA-2514823;R-HSA-1592314;R-HSA-1604731;R-HSA-1566962;R-HSA-2514831;R-HSA-1454781;R-HSA-1592371;R-HSA-1592436;R-HSA-1454843;R-HSA-1592297;R-HSA-2514772;R-HSA-1592362;R-HSA-1454757;R-HSA-2533970;R-HSA-2484882;R-HSA-2485148;R-HSA-1564142;R-HSA-2168923"
R-HSA-9010553,"Regulation of expression of SLITs and ROBOs",8,183,0.012052953961667655,0.980224268452546,0.980224268452546,6,20,0.0014206563432305726,9606,Homo sapiens,"5718;8861;6134;1981;26986;65109;6092;26019","","R-HSA-9010539;R-HSA-9010523;R-HSA-9010541;R-HSA-9014652;R-HSA-9011313;R-HSA-9014610"
R-HSA-446652,"Interleukin-1 family signaling",8,183,0.012052953961667655,0.980224268452546,0.980224268452546,16,92,0.006535019178860633,9606,Homo sapiens,"5718;5781;7850;1762;11141;8945;2078;2969","","R-HSA-507719;R-HSA-9008043;R-HSA-209063;R-HSA-9008684;R-HSA-209061;R-HSA-209125;R-HSA-9008577;R-HSA-5684250;R-HSA-5684248;R-HSA-446130;R-HSA-9008894;R-HSA-9009072;R-HSA-168184;R-HSA-445757;R-HSA-9008052;R-HSA-9008054"
R-SSC-4641262,"Disassembly of the destruction complex and recruitment of AXIN to the membrane",1,32,0.0031936127744510976,0.9802545741005937,0.9999968814693373,1,5,6.632179334129195E-4,9823,Sus scrofa,"91752","","R-SSC-201685"
R-SSC-5673000,"RAF activation",1,32,0.0031936127744510976,0.9802545741005937,0.9999968814693373,2,12,0.0015917230401910067,9823,Sus scrofa,"91752","","R-SSC-5672961;R-SSC-5672957"
R-SSC-975576,"N-glycan antennae elongation in the medial/trans-Golgi",2,48,0.004790419161676647,0.9809284511049289,0.9999968814693373,5,14,0.0018570102135561746,9823,Sus scrofa,"57705;4208","","R-SSC-975903;R-SSC-975829;R-SSC-975814;R-SSC-975916;R-SSC-975926"
R-HSA-3371453,"Regulation of HSF1-mediated heat shock response",4,113,0.00744253441348877,0.9809802579177739,0.9809802579177739,3,14,9.944594402614007E-4,9606,Homo sapiens,"9631;5595;7531;55746","","R-HSA-3371531;R-HSA-5252041;R-HSA-4793925"
R-HSA-192105,"Synthesis of bile acids and bile salts",4,113,0.00744253441348877,0.9809802579177739,0.9809802579177739,8,83,0.005895723824406876,9606,Homo sapiens,"2290;6342;8648;778","","R-HSA-193362;R-HSA-192051;R-HSA-192160;R-HSA-192065;R-HSA-192033;R-HSA-191972;R-HSA-192341;R-HSA-193533"
R-HSA-167161,"HIV Transcription Initiation",1,49,0.003227293683725219,0.9810564731002764,0.9810564731002764,4,4,2.841312686461145E-4,9606,Homo sapiens,"6878","","R-HSA-167477;R-HSA-167130;R-HSA-167134;R-HSA-167118"
R-HSA-75953,"RNA Polymerase II Transcription Initiation",1,49,0.003227293683725219,0.9810564731002764,0.9810564731002764,3,3,2.1309845148458588E-4,9606,Homo sapiens,"6878","","R-HSA-75861;R-HSA-75864;R-HSA-75866"
R-HSA-167162,"RNA Polymerase II HIV Promoter Escape",1,49,0.003227293683725219,0.9810564731002764,0.9810564731002764,6,9,6.392953544537576E-4,9606,Homo sapiens,"6878","","R-HSA-167474;R-HSA-9613490;R-HSA-167136;R-HSA-167121;R-HSA-9613498;R-HSA-167113"
R-HSA-6811438,"Intra-Golgi traffic",1,49,0.003227293683725219,0.9810564731002764,0.9810564731002764,2,10,7.103281716152863E-4,9606,Homo sapiens,"1523","","R-HSA-8847635;R-HSA-8847544"
R-HSA-9683701,"Translation of Structural Proteins",1,49,0.003227293683725219,0.9810564731002764,0.9810564731002764,1,37,0.0026282142349765593,9606,Homo sapiens,"57705","","R-HSA-9683648"
R-HSA-5685942,"HDR through Homologous Recombination (HRR)",2,73,0.004808008957386551,0.9812787120367548,0.9812787120367548,15,21,0.0014916891603921011,9606,Homo sapiens,"675;23426","","R-HSA-5693620;R-HSA-5693589;R-HSA-5686483;R-HSA-5693584;R-HSA-5685341;R-HSA-5685242;R-HSA-9709273;R-HSA-5693593;R-HSA-5693561;R-HSA-5686469;R-HSA-5693539;R-HSA-9763137;R-HSA-5685838;R-HSA-5686410;R-HSA-5686440"
R-HSA-211981,"Xenobiotics",2,73,0.004808008957386551,0.9812787120367548,0.9812787120367548,2,22,0.0015627219775536298,9606,Homo sapiens,"6532;9915","","R-HSA-76472;R-HSA-211948"
R-MMU-170822,"Regulation of Glucokinase by Glucokinase Regulatory Protein",1,35,0.003238941328891357,0.9813261477930356,0.9999911660411962,2,5,6.070171178827243E-4,10090,Mus musculus,"57634","","R-MMU-170799;R-MMU-170824"
R-MMU-2022854,"Keratan sulfate biosynthesis",1,35,0.003238941328891357,0.9813261477930356,0.9999911660411962,2,9,0.0010926308121889036,10090,Mus musculus,"57705","","R-MMU-744231;R-MMU-2025724"
R-HSA-6807505,"RNA polymerase II transcribes snRNA genes",3,94,0.006191134821840216,0.9814432409901958,0.9814432409901958,9,11,7.813609887768149E-4,9606,Homo sapiens,"1981;6878;26512","","R-HSA-6814885;R-HSA-6814549;R-HSA-6814559;R-HSA-6810238;R-HSA-6814555;R-HSA-6810235;R-HSA-6814554;R-HSA-6810234;R-HSA-6810233"
R-HSA-69052,"Switching of origins to a post-replicative state",3,94,0.006191134821840216,0.9814432409901958,0.9814432409901958,4,10,7.103281716152863E-4,9606,Homo sapiens,"4173;5718;4175","","R-HSA-68944;R-HSA-68948;R-HSA-69016;R-HSA-69019"
R-HSA-69239,"Synthesis of DNA",5,132,0.008693934005137325,0.9814875710435637,0.9814875710435637,18,27,0.001917886063361273,9606,Homo sapiens,"4173;5718;23649;4175;23426","","R-HSA-69152;R-HSA-69063;R-HSA-69127;R-HSA-176942;R-HSA-69068;R-HSA-68913;R-HSA-68944;R-HSA-69074;R-HSA-68948;R-HSA-69140;R-HSA-69142;R-HSA-68950;R-HSA-69016;R-HSA-69144;R-HSA-69019;R-HSA-69053;R-HSA-69116;R-HSA-169468"
R-DME-2022928,"HS-GAG biosynthesis",1,19,0.003249529673336754,0.9815679668492254,0.9999994160845428,3,12,0.0026246719160104987,7227,Drosophila melanogaster,"57705","","R-DME-2022851;R-DME-744231;R-DME-2022919"
R-BTA-2022928,"HS-GAG biosynthesis",1,34,0.003250478011472275,0.9815894719411828,0.9999751596809575,3,12,0.00150564617314931,9913,Bos taurus,"57705","","R-BTA-744231;R-BTA-2022851;R-BTA-2022919"
R-HSA-68867,"Assembly of the pre-replicative complex",4,114,0.007508397549891326,0.9820499483810929,0.9820499483810929,10,23,0.0016337547947151583,9606,Homo sapiens,"8970;4173;5718;4175","","R-HSA-9749253;R-HSA-9749350;R-HSA-9749286;R-HSA-9749351;R-HSA-68825;R-HSA-9749197;R-HSA-9749320;R-HSA-9757257;R-HSA-9749098;R-HSA-9757258"
R-RNO-111997,"CaM pathway",1,34,0.0032742681047765792,0.9821208238547685,0.9956931677484687,5,9,0.0011339296963588257,10116,Rattus norvegicus,"2259;2258","","R-RNO-111966;R-RNO-111930;R-RNO-111915;R-RNO-111956;R-RNO-442749"
R-RNO-111933,"Calmodulin induced events",1,34,0.0032742681047765792,0.9821208238547685,0.9956931677484687,5,9,0.0011339296963588257,10116,Rattus norvegicus,"2259;2258","","R-RNO-111966;R-RNO-111930;R-RNO-111915;R-RNO-111956;R-RNO-442749"
R-RNO-375165,"NCAM signaling for neurite out-growth",1,34,0.0032742681047765792,0.9821208238547685,0.9956931677484687,3,8,0.0010079375078745117,10116,Rattus norvegicus,"3751","","R-RNO-392053;R-RNO-392051;R-RNO-392054"
R-RNO-2022928,"HS-GAG biosynthesis",1,34,0.0032742681047765792,0.9821208238547685,0.9956931677484687,3,12,0.0015119062618117677,10116,Rattus norvegicus,"57705","","R-RNO-2022851;R-RNO-2022919;R-RNO-744231"
R-RNO-2022854,"Keratan sulfate biosynthesis",1,34,0.0032742681047765792,0.9821208238547685,0.9956931677484687,2,9,0.0011339296963588257,10116,Rattus norvegicus,"57705","","R-RNO-2025724;R-RNO-744231"
R-RNO-5675482,"Regulation of necroptotic cell death",1,34,0.0032742681047765792,0.9821208238547685,0.9956931677484687,1,17,0.0021418672042333377,10116,Rattus norvegicus,"57705","","R-RNO-9687828"
R-CFA-2022854,"Keratan sulfate biosynthesis",1,32,0.003286095707537482,0.9823792627197185,0.9999940307389951,2,8,0.0010745466756212224,9615,Canis familiaris,"57705","","R-CFA-744231;R-CFA-2025724"
R-HSA-948021,"Transport to the Golgi and subsequent modification",10,219,0.014424026872159653,0.9825121422725167,0.9825121422725167,27,60,0.004261969029691718,9606,Homo sapiens,"1778;287;288;83696;8128;51693;6711;2890;57705;4208","","R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-975814;R-HSA-6809006;R-HSA-6809003;R-HSA-964737;R-HSA-964830;R-HSA-975903;R-HSA-6809011;R-HSA-6809010;R-HSA-964825;R-HSA-975829;R-HSA-5694409;R-HSA-6807877;R-HSA-975916;R-HSA-6807875;R-HSA-5694527;R-HSA-204008;R-HSA-5694522;R-HSA-964768;R-HSA-5694439;R-HSA-5694446;R-HSA-975926;R-HSA-1022133;R-HSA-5694442;R-HSA-5694441"
R-DDI-964827,"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2",1,12,0.003293084522502744,0.9825302138200633,0.9999999140802093,3,3,0.0012970168612191958,44689,Dictyostelium discoideum,"4208","","R-DDI-964737;R-DDI-964825;R-DDI-964830"
R-HSA-381038,"XBP1(S) activates chaperone genes",3,95,0.006256997958242772,0.9825714419916884,0.9825714419916884,3,47,0.0033385424065918456,9606,Homo sapiens,"9820;6734;26019","","R-HSA-1791139;R-HSA-1791058;R-HSA-1791186"
R-HSA-69306,"DNA Replication",7,169,0.011130870052031878,0.9829331796591554,0.9829331796591554,36,58,0.00411990339536866,9606,Homo sapiens,"8970;4173;5718;23649;4175;1960;23426","","R-HSA-69063;R-HSA-69127;R-HSA-69068;R-HSA-68940;R-HSA-9749253;R-HSA-68944;R-HSA-69074;R-HSA-68948;R-HSA-69140;R-HSA-69142;R-HSA-68950;R-HSA-68825;R-HSA-69016;R-HSA-69144;R-HSA-9749197;R-HSA-69019;R-HSA-68954;R-HSA-9749320;R-HSA-9757257;R-HSA-9757258;R-HSA-68960;R-HSA-69152;R-HSA-176942;R-HSA-68913;R-HSA-9749350;R-HSA-9749286;R-HSA-68914;R-HSA-9749351;R-HSA-68917;R-HSA-68916;R-HSA-68919;R-HSA-68918;R-HSA-69053;R-HSA-69116;R-HSA-9749098;R-HSA-169468"
R-DRE-3000480,"Scavenging by Class A Receptors",1,34,0.0033238830775246847,0.9831801856718121,0.9999683120665054,1,4,5.420054200542005E-4,7955,Danio rerio,"4208","","R-DRE-2203480"
R-DRE-162710,"Synthesis of glycosylphosphatidylinositol (GPI)",1,34,0.0033238830775246847,0.9831801856718121,0.9999683120665054,1,8,0.001084010840108401,7955,Danio rerio,"57705","","R-DRE-162730"
R-MMU-162710,"Synthesis of glycosylphosphatidylinositol (GPI)",1,36,0.003331482509716824,0.9833368119188772,0.9999911660411962,1,9,0.0010926308121889036,10090,Mus musculus,"57705","","R-MMU-162730"
R-BTA-2022854,"Keratan sulfate biosynthesis",1,35,0.0033460803059273425,0.9836335995373887,0.9999751596809575,2,9,0.0011292346298619825,9913,Bos taurus,"57705","","R-BTA-744231;R-BTA-2025724"
R-BTA-5675482,"Regulation of necroptotic cell death",1,35,0.0033460803059273425,0.9836335995373887,0.9999751596809575,1,17,0.002132998745294856,9913,Bos taurus,"57705","","R-BTA-9687828"
R-HSA-449147,"Signaling by Interleukins",39,658,0.04333794375288151,0.9837329274150247,0.9837329274150247,270,505,0.035871572666571955,9606,Homo sapiens,"6197;6196;5781;6597;11141;2078;22992;3185;5062;275;5519;5718;1499;1630;2048;2047;1376;8945;6647;1739;1717;4128;2904;2969;4208;6804;5595;7850;7534;23211;5290;1523;1742;301;1762;1740;5743;1806;6616;5528","","R-HSA-452100;R-HSA-8950415;R-HSA-452097;R-HSA-450063;R-HSA-1112602;R-HSA-452108;R-HSA-8987266;R-HSA-1112604;R-HSA-8950405;R-HSA-198669;R-HSA-8987270;R-HSA-203797;R-HSA-8982163;R-HSA-8982162;R-HSA-452122;R-HSA-8982165;R-HSA-913424;R-HSA-8963734;R-HSA-8950423;R-HSA-8950441;R-HSA-6783556;R-HSA-6786114;R-HSA-913451;R-HSA-6783552;R-HSA-6786124;R-HSA-8937656;R-HSA-8950456;R-HSA-8950448;R-HSA-8950453;R-HSA-6783524;R-HSA-6786095;R-HSA-198731;R-HSA-6786092;R-HSA-5684250;R-HSA-921155;R-HSA-6783530;R-HSA-5684248;R-HSA-6786101;R-HSA-6809140;R-HSA-6786096;R-HSA-6786110;R-HSA-198746;R-HSA-449117;R-HSA-8950485;R-HSA-449115;R-HSA-6784006;R-HSA-1112690;R-HSA-6786050;R-HSA-198756;R-HSA-914022;R-HSA-6786058;R-HSA-1067646;R-HSA-1112703;R-HSA-6786070;R-HSA-6788628;R-HSA-9006844;R-HSA-168053;R-HSA-9008894;R-HSA-914036;R-HSA-8950518;R-HSA-6786072;R-HSA-912527;R-HSA-1112727;R-HSA-8987150;R-HSA-6787820;R-HSA-8987141;R-HSA-1295519;R-HSA-1295516;R-HSA-8987161;R-HSA-448660;R-HSA-1067651;R-HSA-448661;R-HSA-1112708;R-HSA-1067659;R-HSA-447130;R-HSA-8987156;R-HSA-8983063;R-HSA-8987179;R-HSA-1112755;R-HSA-209063;R-HSA-9008684;R-HSA-209061;R-HSA-6783681;R-HSA-1295540;R-HSA-450222;R-HSA-6784204;R-HSA-9011748;R-HSA-9009700;R-HSA-446130;R-HSA-1067688;R-HSA-9009227;R-HSA-448708;R-HSA-8987202;R-HSA-8950340;R-HSA-1264832;R-HSA-8950364;R-HSA-199895;R-HSA-450257;R-HSA-8987230;R-HSA-6784189;R-HSA-8950354;R-HSA-8987220;R-HSA-448728;R-HSA-199910;R-HSA-209125;R-HSA-6785165;R-HSA-8981093;R-HSA-8987236;R-HSA-448744;R-HSA-8854645;R-HSA-447219;R-HSA-912629;R-HSA-199929;R-HSA-168184;R-HSA-199935;R-HSA-447226;R-HSA-8987255;R-HSA-912627;R-HSA-6785895;R-HSA-447246;R-HSA-8983425;R-HSA-8983424;R-HSA-914182;R-HSA-6785898;R-HSA-449803;R-HSA-8987012;R-HSA-8985988;R-HSA-8987015;R-HSA-8987014;R-HSA-8987033;R-HSA-447252;R-HSA-450325;R-HSA-199959;R-HSA-8950684;R-HSA-449811;R-HSA-9005980;R-HSA-8987039;R-HSA-450333;R-HSA-9009554;R-HSA-879917;R-HSA-9008043;R-HSA-6784324;R-HSA-6784323;R-HSA-8952749;R-HSA-8983983;R-HSA-8950190;R-HSA-450337;R-HSA-879909;R-HSA-8987040;R-HSA-8987043;R-HSA-879910;R-HSA-8987042;R-HSA-450346;R-HSA-879907;R-HSA-8950183;R-HSA-879934;R-HSA-8950716;R-HSA-8983996;R-HSA-8987070;R-HSA-879930;R-HSA-879925;R-HSA-9025969;R-HSA-9009072;R-HSA-451900;R-HSA-445757;R-HSA-9008052;R-HSA-8987063;R-HSA-9008054;R-HSA-507719;R-HSA-8987080;R-HSA-8984012;R-HSA-8987084;R-HSA-8984014;R-HSA-8984001;R-HSA-9008577;R-HSA-8950210;R-HSA-879942;R-HSA-879937;R-HSA-508247;R-HSA-8987097;R-HSA-8987096;R-HSA-8983003;R-HSA-8983519;R-HSA-8983518;R-HSA-6784319;R-HSA-8950737;R-HSA-8984021;R-HSA-8984023;R-HSA-451942;R-HSA-919404;R-HSA-8987105;R-HSA-8987104;R-HSA-8950757;R-HSA-8952807;R-HSA-8987129;R-HSA-6784791;R-HSA-8950269;R-HSA-8987132;R-HSA-912757;R-HSA-8987120;R-HSA-6785821;R-HSA-8950771;R-HSA-508282;R-HSA-8952823;R-HSA-6788582;R-HSA-8950537;R-HSA-508292;R-HSA-8983309;R-HSA-5678544;R-HSA-6789615;R-HSA-8983299;R-HSA-8983298;R-HSA-9006850;R-HSA-8983300;R-HSA-9006873;R-HSA-8983835;R-HSA-8983834;R-HSA-9006870;R-HSA-449958;R-HSA-8985900;R-HSA-909738;R-HSA-8950063;R-HSA-8983841;R-HSA-8983845;R-HSA-448427;R-HSA-1112510;R-HSA-8983335;R-HSA-6797271;R-HSA-8985914;R-HSA-5696482;R-HSA-8950591;R-HSA-8983870;R-HSA-6788571;R-HSA-449978;R-HSA-449976;R-HSA-8950583;R-HSA-8985929;R-HSA-8865605;R-HSA-8983371;R-HSA-9009485;R-HSA-8986446;R-HSA-8983374;R-HSA-8983872;R-HSA-8983876;R-HSA-8983878;R-HSA-8983384;R-HSA-1112514;R-HSA-913374;R-HSA-8986972;R-HSA-913371;R-HSA-913370;R-HSA-8983378;R-HSA-8986985;R-HSA-6790022;R-HSA-1112565;R-HSA-448480;R-HSA-450031;R-HSA-8950113;R-HSA-6790029;R-HSA-8983394;R-HSA-450027;R-HSA-6790038;R-HSA-453111;R-HSA-453104;R-HSA-8950128;R-HSA-8986480;R-HSA-8986995;R-HSA-8986994;R-HSA-8985973;R-HSA-452091"
R-HSA-9609507,"Protein localization",7,170,0.011196733188434433,0.9837542819840746,0.9837542819840746,26,53,0.003764739309561017,9606,Homo sapiens,"6342;8604;8239;2395;847;5191;6804","","R-HSA-1299475;R-HSA-9033485;R-HSA-1299478;R-HSA-1299480;R-HSA-8986181;R-HSA-9033478;R-HSA-1299484;R-HSA-9033240;R-HSA-9033499;R-HSA-9609921;R-HSA-9609860;R-HSA-9033233;R-HSA-9610442;R-HSA-9033232;R-HSA-9033491;R-HSA-9033235;R-HSA-9033236;R-HSA-9033238;R-HSA-9033514;R-HSA-9033516;R-HSA-9033509;R-HSA-9609917;R-HSA-9609899;R-HSA-9033524;R-HSA-9033527;R-HSA-9033526"
R-HSA-73776,"RNA Polymerase II Promoter Escape",1,51,0.00335901995653033,0.9838922564472841,0.9838922564472841,5,7,4.972297201307004E-4,9606,Homo sapiens,"6878","","R-HSA-75873;R-HSA-9613494;R-HSA-75850;R-HSA-9613497;R-HSA-75869"
R-HSA-350562,"Regulation of ornithine decarboxylase (ODC)",1,51,0.00335901995653033,0.9838922564472841,0.9838922564472841,1,4,2.841312686461145E-4,9606,Homo sapiens,"5718","","R-HSA-353125"
R-HSA-73621,"Pyrimidine catabolism",1,51,0.00335901995653033,0.9838922564472841,0.9838922564472841,2,17,0.0012075578917459867,9606,Homo sapiens,"1806","","R-HSA-73585;R-HSA-73616"
R-HSA-75876,"Synthesis of very long-chain fatty acyl-CoAs",1,51,0.00335901995653033,0.9838922564472841,0.9838922564472841,1,12,8.523938059383435E-4,9606,Homo sapiens,"54898","","R-HSA-548800"
R-DME-975578,"Reactions specific to the complex N-glycan synthesis pathway",2,29,0.0049598084487771504,0.984052903370629,0.9999994160845428,2,6,0.0013123359580052493,7227,Drosophila melanogaster,"57705;4208","","R-DME-975814;R-DME-975829"
