Pathway identifier,Pathway name,Entities found,Entities total,Entities ratio,Entities pValue,Entities FDR,Reactions found,Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-110329,"Cleavage of the damaged pyrimidine ",4,51,0.00335901995653033,0.31955247275368115,0.5167604671951924,3,20,0.0014206563432305726,9606,Homo sapiens,"8970;25913;8930;7014","","R-HSA-110231;R-HSA-110232;R-HSA-9629497"
R-HSA-73928,"Depyrimidination",4,51,0.00335901995653033,0.31955247275368115,0.5167604671951924,6,41,0.0029123455036226737,9606,Homo sapiens,"8970;25913;8930;7014","","R-HSA-110231;R-HSA-110232;R-HSA-110171;R-HSA-9629497;R-HSA-110172;R-HSA-9629372"
R-HSA-5693565,"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks",5,67,0.004412830138971218,0.32166375356692956,0.5167604671951924,29,39,0.0027702798692996163,9606,Homo sapiens,"8970;322;23030;7468;51720","","R-HSA-5682967;R-HSA-5683735;R-HSA-69891;R-HSA-5682965;R-HSA-5683986;R-HSA-5682588;R-HSA-5683930;R-HSA-5682586;R-HSA-5683801;R-HSA-5682629;R-HSA-5683077;R-HSA-5693583;R-HSA-5683405;R-HSA-5682992;R-HSA-5693566;R-HSA-5683967;R-HSA-5683964;R-HSA-5683384;R-HSA-5683385;R-HSA-5682598;R-HSA-5682983;R-HSA-5693602;R-HSA-5693536;R-HSA-5683425;R-HSA-5682607;R-HSA-5682863;R-HSA-5693551;R-HSA-5693549;R-HSA-5682858"
R-HSA-399710,"Activation of AMPA receptors",1,7,4.610419548178884E-4,0.3239680082395715,0.5167604671951924,5,5,3.5516408580764315E-4,9606,Homo sapiens,"2890","","R-HSA-420980;R-HSA-399712;R-HSA-420977;R-HSA-399711;R-HSA-420975"
R-HSA-3065678,"SUMO is transferred from E1 to E2 (UBE2I, UBC9)",1,7,4.610419548178884E-4,0.3239680082395715,0.5167604671951924,3,3,2.1309845148458588E-4,9606,Homo sapiens,"10055","","R-HSA-2993790;R-HSA-2993769;R-HSA-2993780"
R-HSA-190374,"FGFR1c and Klotho ligand binding and activation",1,7,4.610419548178884E-4,0.3239680082395715,0.5167604671951924,2,2,1.4206563432305724E-4,9606,Homo sapiens,"2260","","R-HSA-191062;R-HSA-190268"
R-HSA-9022535,"Loss of phosphorylation of MECP2 at T308",1,7,4.610419548178884E-4,0.3239680082395715,0.5167604671951924,1,1,7.103281716152862E-5,9606,Homo sapiens,"814","","R-HSA-9005561"
R-HSA-5678520,"Defective ABCB11 causes PFIC2 and BRIC2",1,7,4.610419548178884E-4,0.3239680082395715,0.5167604671951924,1,1,7.103281716152862E-5,9606,Homo sapiens,"778","","R-HSA-5678517"
R-HSA-5619067,"Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)",1,7,4.610419548178884E-4,0.3239680082395715,0.5167604671951924,1,1,7.103281716152862E-5,9606,Homo sapiens,"6505","","R-HSA-5625029"
R-HSA-174577,"Activation of C3 and C5",1,7,4.610419548178884E-4,0.3239680082395715,0.5167604671951924,3,4,2.841312686461145E-4,9606,Homo sapiens,"721","","R-HSA-173680;R-HSA-166817;R-HSA-173636"
R-HSA-1566977,"Fibronectin matrix formation",1,7,4.610419548178884E-4,0.3239680082395715,0.5167604671951924,2,3,2.1309845148458588E-4,9606,Homo sapiens,"2444","","R-HSA-202723;R-HSA-2327746"
R-HSA-390648,"Muscarinic acetylcholine receptors",1,7,4.610419548178884E-4,0.3239680082395715,0.5167604671951924,2,5,3.5516408580764315E-4,9606,Homo sapiens,"1131","","R-HSA-9704151;R-HSA-390649"
R-HSA-420597,"Nectin/Necl  trans heterodimerization",1,7,4.610419548178884E-4,0.3239680082395715,0.5167604671951924,2,8,5.68262537292229E-4,9606,Homo sapiens,"23705","","R-HSA-420595;R-HSA-420586"
R-HSA-8941284,"RUNX2 regulates chondrocyte maturation",1,7,4.610419548178884E-4,0.3239680082395715,0.5167604671951924,1,4,2.841312686461145E-4,9606,Homo sapiens,"9759","","R-HSA-9008326"
R-HSA-8849468,"PTK6 Regulates Proteins Involved in RNA Processing",1,7,4.610419548178884E-4,0.3239680082395715,0.5167604671951924,1,7,4.972297201307004E-4,9606,Homo sapiens,"202559","","R-HSA-8849032"
R-HSA-975138,"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",8,116,0.0076401238226964365,0.3249750115360647,0.5167604671951924,17,60,0.004261969029691718,9606,Homo sapiens,"5519;6197;6196;1523;5595;1762;8945;2890","","R-HSA-199910;R-HSA-198756;R-HSA-450337;R-HSA-198731;R-HSA-5684250;R-HSA-450346;R-HSA-5684248;R-HSA-198669;R-HSA-450358;R-HSA-450325;R-HSA-199959;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-198746;R-HSA-168184;R-HSA-199935"
R-HSA-9013508,"NOTCH3 Intracellular Domain Regulates Transcription",3,36,0.0023710729104919974,0.32685738770384065,0.5167604671951924,4,22,0.0015627219775536298,9606,Homo sapiens,"8850;5087;2861","","R-HSA-9021451;R-HSA-9021450;R-HSA-9016751;R-HSA-9021412"
R-HSA-5223345,"Miscellaneous transport and binding events",3,36,0.0023710729104919974,0.32685738770384065,0.5167604671951924,2,13,9.234266230998721E-4,9606,Homo sapiens,"563;81614;123606","","R-HSA-5336453;R-HSA-5252072"
R-HSA-5576893,"Phase 2 - plateau phase",2,21,0.0013831258644536654,0.32809894804761197,0.5167604671951924,3,3,2.1309845148458588E-4,9606,Homo sapiens,"783;10142","","R-HSA-5577213;R-HSA-9614031;R-HSA-5577050"
R-HSA-5655862,"Translesion synthesis by POLK",2,21,0.0013831258644536654,0.32809894804761197,0.5167604671951924,3,3,2.1309845148458588E-4,9606,Homo sapiens,"23362;23426","","R-HSA-5655892;R-HSA-5655965;R-HSA-5655835"
R-HSA-5083632,"Defective C1GALT1C1 causes TNPS",2,21,0.0013831258644536654,0.32809894804761197,0.5167604671951924,1,1,7.103281716152862E-5,9606,Homo sapiens,"10071;4585","","R-HSA-6785524"
R-HSA-190242,"FGFR1 ligand binding and activation",2,21,0.0013831258644536654,0.32809894804761197,0.5167604671951924,6,7,4.972297201307004E-4,9606,Homo sapiens,"2260","","R-HSA-190256;R-HSA-191062;R-HSA-190245;R-HSA-190427;R-HSA-190268;R-HSA-190429"
R-HSA-3928662,"EPHB-mediated forward signaling",4,52,0.0034248830929328854,0.3320690802826066,0.5167604671951924,23,26,0.0018468532461997443,9606,Homo sapiens,"6383;2048;6453;2055","","R-HSA-4093342;R-HSA-3928601;R-HSA-3928600;R-HSA-3928632;R-HSA-4093339;R-HSA-4093336;R-HSA-3928595;R-HSA-3928627;R-HSA-4093332;R-HSA-3928592;R-HSA-4093330;R-HSA-4093331;R-HSA-3928598;R-HSA-3928617;R-HSA-3928623;R-HSA-3928588;R-HSA-3928610;R-HSA-3928577;R-HSA-3928608;R-HSA-3928583;R-HSA-3928645;R-HSA-3928644;R-HSA-3928612"
R-HSA-975155,"MyD88 dependent cascade initiated on endosome",8,117,0.007705986959098993,0.3331889326372216,0.5167604671951924,17,75,0.005327461287114647,9606,Homo sapiens,"5519;6197;6196;1523;5595;1762;8945;2890","","R-HSA-199910;R-HSA-198756;R-HSA-450337;R-HSA-198731;R-HSA-5684250;R-HSA-450346;R-HSA-5684248;R-HSA-198669;R-HSA-450358;R-HSA-450325;R-HSA-199959;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-198746;R-HSA-168184;R-HSA-199935"
R-RNO-8875791,"MET activates STAT3",1,5,4.815100154083205E-4,0.335619635768341,0.9913948662412256,2,2,2.5198437696862794E-4,10116,Rattus norvegicus,"3772","","R-RNO-8875816;R-RNO-8875817"
R-RNO-111453,"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members",1,5,4.815100154083205E-4,0.335619635768341,0.9913948662412256,1,1,1.2599218848431397E-4,10116,Rattus norvegicus,"2200","","R-RNO-508162"
R-RNO-417973,"Adenosine P1 receptors",1,5,4.815100154083205E-4,0.335619635768341,0.9913948662412256,1,2,2.5198437696862794E-4,10116,Rattus norvegicus,"2048","","R-RNO-418904"
R-RNO-427589,"Type II Na+/Pi cotransporters",1,5,4.815100154083205E-4,0.335619635768341,0.9913948662412256,1,2,2.5198437696862794E-4,10116,Rattus norvegicus,"3708","","R-RNO-427656"
R-HSA-168181,"Toll Like Receptor 7/8 (TLR7/8) Cascade",8,118,0.007771850095501548,0.34143584583283193,0.5167604671951924,17,79,0.0056115925557607615,9606,Homo sapiens,"5519;6197;6196;1523;5595;1762;8945;2890","","R-HSA-199910;R-HSA-198756;R-HSA-450337;R-HSA-198731;R-HSA-5684250;R-HSA-450346;R-HSA-5684248;R-HSA-198669;R-HSA-450358;R-HSA-450325;R-HSA-199959;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-198746;R-HSA-168184;R-HSA-199935"
R-HSA-888590,"GABA synthesis, release, reuptake and degradation",3,37,0.002436936046894553,0.3420040343728652,0.5167604671951924,3,10,7.103281716152863E-4,9606,Homo sapiens,"18;6616;6804","","R-HSA-888589;R-HSA-916855;R-HSA-917744"
R-HSA-445717,"Aquaporin-mediated transport",5,69,0.004544556411776329,0.3434453866869014,0.5167604671951924,7,25,0.0017758204290382155,9606,Homo sapiens,"111;2778;5575;109","","R-HSA-163617;R-HSA-111925;R-HSA-432195;R-HSA-422320;R-HSA-8951727;R-HSA-432188;R-HSA-164377"
R-BTA-432047,"Passive transport by Aquaporins",2,15,0.0014340344168260039,0.34374285497548684,0.9997354912101125,2,6,7.52823086574655E-4,9913,Bos taurus,"26047;26050","","R-BTA-507868;R-BTA-507870"
R-HSA-372708,"p130Cas linkage to MAPK signaling for integrins",2,22,0.0014489890008562208,0.34831642439013333,0.5167604671951924,3,3,2.1309845148458588E-4,9606,Homo sapiens,"3690;2243","","R-HSA-372693;R-HSA-372705;R-HSA-372697"
R-HSA-5654219,"Phospholipase C-mediated cascade: FGFR1",2,22,0.0014489890008562208,0.34831642439013333,0.5167604671951924,3,3,2.1309845148458588E-4,9606,Homo sapiens,"2260","","R-HSA-5654167;R-HSA-5654165;R-HSA-5654149"
R-HSA-2142770,"Synthesis of 15-eicosatetraenoic acid derivatives",2,22,0.0014489890008562208,0.34831642439013333,0.5167604671951924,2,4,2.841312686461145E-4,9606,Homo sapiens,"2876;1376;5743","","R-HSA-2161951;R-HSA-2161791"
R-HSA-727802,"Transport of nucleotide sugars",2,22,0.0014489890008562208,0.34831642439013333,0.5167604671951924,5,11,7.813609887768149E-4,9606,Homo sapiens,"1139;57705","","R-HSA-741450;R-HSA-174368;R-HSA-742354;R-HSA-744231;R-HSA-735702"
R-DME-975574,"Reactions specific to the hybrid N-glycan synthesis pathway",1,3,5.13083632632119E-4,0.3532010625195382,0.9999244734791515,1,1,2.1872265966754156E-4,7227,Drosophila melanogaster,"57705","","R-DME-975926"
R-CFA-420029,"Tight junction interactions",1,5,5.134524543027316E-4,0.3534036666789082,0.9995503712005692,1,1,1.343183344526528E-4,9615,Canis familiaris,"56143","","R-CFA-419981"
R-HSA-1296065,"Inwardly rectifying K+ channels",3,38,0.002502799183297109,0.3571235099913235,0.5167604671951924,4,7,4.972297201307004E-4,9606,Homo sapiens,"9568;3772;438;3766","","R-HSA-1013020;R-HSA-1013013;R-HSA-1013012;R-HSA-1296045"
R-HSA-1980145,"Signaling by NOTCH2",3,38,0.002502799183297109,0.3571235099913235,0.5167604671951924,5,20,0.0014206563432305726,9606,Homo sapiens,"57534;28514;51107","","R-HSA-2974731;R-HSA-157640;R-HSA-2172172;R-HSA-1980048;R-HSA-157629"
R-HSA-5668599,"RHO GTPases Activate NADPH Oxidases",3,38,0.002502799183297109,0.3571235099913235,0.5167604671951924,2,14,9.944594402614007E-4,9606,Homo sapiens,"5595;5578;5579","","R-HSA-9626832;R-HSA-9626817"
R-HSA-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",4,54,0.0035566093657379964,0.35715815731939404,0.5167604671951924,5,19,0.001349623526069044,9606,Homo sapiens,"2899;5578;394;2868","","R-HSA-74885;R-HSA-2581474;R-HSA-74615;R-HSA-3229181;R-HSA-74031"
R-HSA-211000,"Gene Silencing by RNA",8,120,0.007903576368306658,0.35801229440876425,0.5167604671951924,16,40,0.0028413126864611452,9606,Homo sapiens,"8970;192669;23112;55746;26523;27161;192670;57690","","R-HSA-5578965;R-HSA-2106625;R-HSA-9023912;R-HSA-5578742;R-HSA-5578966;R-HSA-426464;R-HSA-9023909;R-HSA-5578744;R-HSA-5578712;R-HSA-203862;R-HSA-210805;R-HSA-2106614;R-HSA-2106615;R-HSA-426522;R-HSA-426520;R-HSA-426489"
R-HSA-2672351,"Stimuli-sensing channels",8,120,0.007903576368306658,0.35801229440876425,0.5167604671951924,6,33,0.002344082966330445,9606,Homo sapiens,"285175;57578;65267;7225;747;491;1183;3778;4308","","R-HSA-2730664;R-HSA-2682349;R-HSA-2855020;R-HSA-3295579;R-HSA-2730692;R-HSA-9701211"
R-HSA-1638091,"Heparan sulfate/heparin (HS-GAG) metabolism",6,87,0.005730092867022327,0.360270750443051,0.5167604671951924,22,33,0.002344082966330445,9606,Homo sapiens,"6383;2239;10082;2131;222537;57705","","R-HSA-2076383;R-HSA-1889981;R-HSA-9638064;R-HSA-2076508;R-HSA-1667005;R-HSA-1889978;R-HSA-2024084;R-HSA-2076371;R-HSA-744231;R-HSA-1878002;R-HSA-2024108;R-HSA-2022860;R-HSA-2022856;R-HSA-2076392;R-HSA-2022919;R-HSA-2022887;R-HSA-2024100;R-HSA-2076419;R-HSA-2076611;R-HSA-2022851;R-HSA-1889955;R-HSA-1678694"
R-HSA-3065676,"SUMO is conjugated to E1 (UBA2:SAE1)",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,3,3,2.1309845148458588E-4,9606,Homo sapiens,"10055","","R-HSA-2993784;R-HSA-2993781;R-HSA-2990833"
R-HSA-5674499,"Negative feedback regulation of MAPK pathway",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,3,3,2.1309845148458588E-4,9606,Homo sapiens,"5595","","R-HSA-5674496;R-HSA-5675198;R-HSA-5675194"
R-HSA-111957,"Cam-PDE 1 activation",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,2,2,1.4206563432305724E-4,9606,Homo sapiens,"5137","","R-HSA-111955;R-HSA-111956"
R-HSA-8985586,"SLIT2:ROBO1 increases RHOA activity",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,2,2,1.4206563432305724E-4,9606,Homo sapiens,"4650","","R-HSA-8985594;R-HSA-8985591"
R-HSA-167826,"The fatty acid cycling model",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,3,6,4.2619690296917176E-4,9606,Homo sapiens,"9481","","R-HSA-166387;R-HSA-166214;R-HSA-166220"
R-HSA-8941855,"RUNX3 regulates CDKN1A transcription",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,3,6,4.2619690296917176E-4,9606,Homo sapiens,"4089","","R-HSA-8878178;R-HSA-8878143;R-HSA-8878186"
R-HSA-3304349,"Loss of Function of SMAD2/3 in Cancer",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,1,2,1.4206563432305724E-4,9606,Homo sapiens,"4089","","R-HSA-3315483"
R-HSA-9017802,"Noncanonical activation of NOTCH3",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,1,2,1.4206563432305724E-4,9606,Homo sapiens,"51107","","R-HSA-9017817"
R-HSA-8937144,"Aryl hydrocarbon receptor signalling",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,2,5,3.5516408580764315E-4,9606,Homo sapiens,"9915","","R-HSA-8937177;R-HSA-8936851"
R-HSA-6791465,"Pentose phosphate pathway disease",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,1,4,2.841312686461145E-4,9606,Homo sapiens,"57634","","R-HSA-5659998"
R-HSA-9667769,"Acetylcholine inhibits contraction of outer hair cells",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,1,4,2.841312686461145E-4,9606,Homo sapiens,"3778","","R-HSA-9667809"
R-HSA-5250992,"Toxicity of botulinum toxin type E (botE)",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,1,5,3.5516408580764315E-4,9606,Homo sapiens,"6616","","R-HSA-194800"
R-HSA-446388,"Regulation of cytoskeletal remodeling and cell spreading by IPP complex components",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,1,5,3.5516408580764315E-4,9606,Homo sapiens,"2239","","R-HSA-446372"
R-HSA-9758919,"Epithelial-Mesenchymal Transition (EMT) during gastrulation",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,1,5,3.5516408580764315E-4,9606,Homo sapiens,"2260","","R-HSA-9756439"
R-HSA-9033500,"TYSND1 cleaves peroxisomal proteins",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,1,7,4.972297201307004E-4,9606,Homo sapiens,"6342","","R-HSA-9033524"
R-HSA-9605308,"Diseases of Base Excision Repair",1,8,5.269050912204439E-4,0.3607504171424769,0.5167604671951924,1,19,0.001349623526069044,9606,Homo sapiens,"26523","","R-HSA-9658813"
R-HSA-6807070,"PTEN Regulation",11,171,0.011262596324836989,0.3620242002377333,0.5167604671951924,32,56,0.003977837761045603,9606,Homo sapiens,"5595;2444;7874;192669;23112;26523;27161;192670;53615;2109;57690","","R-HSA-8944457;R-HSA-8944650;R-HSA-8944522;R-HSA-2318752;R-HSA-8948621;R-HSA-8948623;R-HSA-8944706;R-HSA-8948612;R-HSA-8944454;R-HSA-8948569;R-HSA-8944538;R-HSA-8944599;R-HSA-8944104;R-HSA-8948651;R-HSA-8944684;R-HSA-8948524;R-HSA-8945709;R-HSA-8847968;R-HSA-8944047;R-HSA-8948641;R-HSA-6807118;R-HSA-8944483;R-HSA-8943780;R-HSA-8948582;R-HSA-8847977;R-HSA-8948583;R-HSA-8944632;R-HSA-8948536;R-HSA-8944569;R-HSA-8948602;R-HSA-8944497;R-HSA-8948594"
R-HSA-1474290,"Collagen formation",7,104,0.006849766185865771,0.36398051137233023,0.5167604671951924,25,77,0.0054695269214377045,9606,Homo sapiens,"8974;1630;667;23211;22909;7837;340267","","R-HSA-8948232;R-HSA-2002460;R-HSA-8948234;R-HSA-8948224;R-HSA-8948226;R-HSA-8948228;R-HSA-8948230;R-HSA-8948231;R-HSA-1981128;R-HSA-1980233;R-HSA-1981120;R-HSA-8944232;R-HSA-1650808;R-HSA-2022073;R-HSA-2213192;R-HSA-8944227;R-HSA-2089971;R-HSA-1981104;R-HSA-2559639;R-HSA-2213200;R-HSA-8948219;R-HSA-2213205;R-HSA-8948222;R-HSA-1981157;R-HSA-2002401"
R-HSA-2559586,"DNA Damage/Telomere Stress Induced Senescence",5,71,0.00467628268458144,0.3653202816046446,0.5167604671951924,5,18,0.0012785907089075152,9606,Homo sapiens,"8970;57634;25913;7014;26523","","R-HSA-3785704;R-HSA-3785711;R-HSA-4647613;R-HSA-4647594;R-HSA-4647593"
R-HSA-166166,"MyD88-independent TLR4 cascade ",8,121,0.007969439504709214,0.36633372491614147,0.5167604671951924,37,72,0.005114362835630061,9606,Homo sapiens,"5519;6197;6196;1523;5595;1762;8945;2890","","R-HSA-2569057;R-HSA-198731;R-HSA-2562541;R-HSA-937029;R-HSA-5684250;R-HSA-5684248;R-HSA-198669;R-HSA-168915;R-HSA-450325;R-HSA-199959;R-HSA-199895;R-HSA-5362500;R-HSA-203797;R-HSA-936985;R-HSA-198746;R-HSA-2201338;R-HSA-168921;R-HSA-166175;R-HSA-2562564;R-HSA-936941;R-HSA-199910;R-HSA-198756;R-HSA-450337;R-HSA-166245;R-HSA-5362486;R-HSA-450346;R-HSA-450358;R-HSA-936952;R-HSA-2559568;R-HSA-168053;R-HSA-2213017;R-HSA-936951;R-HSA-168184;R-HSA-199935;R-HSA-166271;R-HSA-937075;R-HSA-936947"
R-HSA-937061,"TRIF(TICAM1)-mediated TLR4 signaling ",8,121,0.007969439504709214,0.36633372491614147,0.5167604671951924,35,70,0.004972297201307004,9606,Homo sapiens,"5519;6197;6196;1523;5595;1762;8945;2890","","R-HSA-2569057;R-HSA-198731;R-HSA-2562541;R-HSA-937029;R-HSA-5684250;R-HSA-5684248;R-HSA-198669;R-HSA-168915;R-HSA-450325;R-HSA-199959;R-HSA-199895;R-HSA-5362500;R-HSA-203797;R-HSA-936985;R-HSA-198746;R-HSA-2201338;R-HSA-168921;R-HSA-2562564;R-HSA-936941;R-HSA-199910;R-HSA-198756;R-HSA-450337;R-HSA-166245;R-HSA-5362486;R-HSA-450346;R-HSA-450358;R-HSA-936952;R-HSA-168053;R-HSA-2213017;R-HSA-936951;R-HSA-168184;R-HSA-199935;R-HSA-166271;R-HSA-937075;R-HSA-936947"
R-HSA-168138,"Toll Like Receptor 9 (TLR9) Cascade",8,121,0.007969439504709214,0.36633372491614147,0.5167604671951924,17,80,0.0056826253729222904,9606,Homo sapiens,"5519;6197;6196;1523;5595;1762;8945;2890","","R-HSA-199910;R-HSA-198756;R-HSA-450337;R-HSA-198731;R-HSA-5684250;R-HSA-450346;R-HSA-5684248;R-HSA-198669;R-HSA-450358;R-HSA-450325;R-HSA-199959;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-198746;R-HSA-168184;R-HSA-199935"
R-CEL-2022854,"Keratan sulfate biosynthesis",1,3,5.377307761247536E-4,0.3666019471385785,0.9996976661493624,1,1,2.7056277056277056E-4,6239,Caenorhabditis elegans,"57705","","R-CEL-744231"
R-HSA-8939211,"ESR-mediated signaling",16,257,0.01692682605545676,0.3672062994740599,0.5167604671951924,45,114,0.008097741156414264,9606,Homo sapiens,"8970;8850;5595;9126;2100;23112;23189;26523;57690;1105;23030;1630;192669;7514;27161;192670","","R-HSA-9624272;R-HSA-9038029;R-HSA-9011981;R-HSA-9021068;R-HSA-9633044;R-HSA-9011983;R-HSA-198731;R-HSA-8939201;R-HSA-8939203;R-HSA-9011975;R-HSA-9009371;R-HSA-9012186;R-HSA-9011997;R-HSA-9021596;R-HSA-9021660;R-HSA-9018334;R-HSA-9011985;R-HSA-9021072;R-HSA-9011984;R-HSA-9021079;R-HSA-9027670;R-HSA-9021609;R-HSA-9009065;R-HSA-9012203;R-HSA-9632182;R-HSA-9011949;R-HSA-9032751;R-HSA-9011950;R-HSA-9021601;R-HSA-9021600;R-HSA-9012000;R-HSA-9009378;R-HSA-9011941;R-HSA-9012196;R-HSA-9011961;R-HSA-9021050;R-HSA-9011966;R-HSA-9012208;R-HSA-9011952;R-HSA-9023859;R-HSA-9021170;R-HSA-9632873;R-HSA-9023860;R-HSA-9011958;R-HSA-9709547"
R-HSA-3928664,"Ephrin signaling",2,23,0.0015148521372587763,0.36832482811049383,0.5167604671951924,11,11,7.813609887768149E-4,9606,Homo sapiens,"2048;5062","","R-HSA-3928633;R-HSA-3928639;R-HSA-3928594;R-HSA-3928625;R-HSA-3928641;R-HSA-3928640;R-HSA-3928631;R-HSA-3928615;R-HSA-3928614;R-HSA-4093329;R-HSA-3928580"
R-HSA-1912420,"Pre-NOTCH Processing in Golgi",2,23,0.0015148521372587763,0.36832482811049383,0.5167604671951924,8,8,5.68262537292229E-4,9606,Homo sapiens,"2861;57705","","R-HSA-1912382;R-HSA-1912379;R-HSA-1912378;R-HSA-1912372;R-HSA-1912374;R-HSA-1912369;R-HSA-1912352;R-HSA-1912355"
R-HSA-1839117,"Signaling by cytosolic FGFR1 fusion mutants",2,23,0.0015148521372587763,0.36832482811049383,0.5167604671951924,7,14,9.944594402614007E-4,9606,Homo sapiens,"7750;1523","","R-HSA-1839039;R-HSA-1839112;R-HSA-1839080;R-HSA-1839065;R-HSA-1839078;R-HSA-1839031;R-HSA-1839091"
R-HSA-73980,"RNA Polymerase III Transcription Termination",2,23,0.0015148521372587763,0.36832482811049383,0.5167604671951924,1,2,1.4206563432305724E-4,9606,Homo sapiens,"4781;4774","","R-HSA-113454"
R-HSA-196791,"Vitamin D (calciferol) metabolism",2,23,0.0015148521372587763,0.36832482811049383,0.5167604671951924,4,20,0.0014206563432305726,9606,Homo sapiens,"7421;4036","","R-HSA-9660192;R-HSA-8963915;R-HSA-4546387;R-HSA-350168"
R-HSA-2142845,"Hyaluronan metabolism",2,23,0.0015148521372587763,0.36832482811049383,0.5167604671951924,2,13,9.234266230998721E-4,9606,Homo sapiens,"783;28514","","R-HSA-2160851;R-HSA-2142859"
R-HSA-195258,"RHO GTPase Effectors",20,326,0.02147138246723309,0.36876932459528344,0.5167604671951924,40,113,0.008026708339252734,9606,Homo sapiens,"8970;64130;5595;7531;23332;2055;5062;5519;4628;23081;23191;55055;7514;5578;128239;55746;5579;9928;1857;4627","","R-HSA-9626832;R-HSA-2029469;R-HSA-3858489;R-HSA-5666197;R-HSA-2029466;R-HSA-3858495;R-HSA-5666129;R-HSA-2029465;R-HSA-419087;R-HSA-75016;R-HSA-5625883;R-HSA-5625797;R-HSA-5625796;R-HSA-5668932;R-HSA-9626817;R-HSA-442832;R-HSA-3928608;R-HSA-2197690;R-HSA-5625870;R-HSA-5626507;R-HSA-5626549;R-HSA-8981931;R-HSA-445797;R-HSA-5668978;R-HSA-5666160;R-HSA-442592;R-HSA-5672304;R-HSA-419232;R-HSA-5627775;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5668984;R-HSA-5666169;R-HSA-5626469;R-HSA-2130194;R-HSA-5671970;R-HSA-5671919;R-HSA-5625774;R-HSA-419197"
R-HSA-3928665,"EPH-ephrin mediated repulsion of cells",4,55,0.003622472502140552,0.3697037567271657,0.5167604671951924,9,9,6.392953544537576E-4,9606,Homo sapiens,"2048;8218;2041;51107","","R-HSA-4093327;R-HSA-3928607;R-HSA-3928654;R-HSA-3928604;R-HSA-3928642;R-HSA-3928657;R-HSA-3928656;R-HSA-3928628;R-HSA-3928660"
R-HSA-437239,"Recycling pathway of L1",4,55,0.003622472502140552,0.3697037567271657,0.5167604671951924,1,14,9.944594402614007E-4,9606,Homo sapiens,"6197;1524;6196;1523","","R-HSA-374696"
R-HSA-354192,"Integrin signaling",3,39,0.002568662319699664,0.3721943491732692,0.5167604671951924,21,24,0.001704787611876687,9606,Homo sapiens,"3690;2243;11069","","R-HSA-354149;R-HSA-443910;R-HSA-429415;R-HSA-354087;R-HSA-372705;R-HSA-432096;R-HSA-429441;R-HSA-443905;R-HSA-432110;R-HSA-377644;R-HSA-354124;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-939265;R-HSA-372693;R-HSA-354165;R-HSA-354066;R-HSA-354077;R-HSA-372697;R-HSA-354073"
R-HSA-9013424,"RHOV GTPase cycle",3,39,0.002568662319699664,0.3721943491732692,0.5167604671951924,1,2,1.4206563432305724E-4,9606,Homo sapiens,"667;6711;5062","","R-HSA-9018794"
R-HSA-1855204,"Synthesis of IP3 and IP4 in the cytosol",3,39,0.002568662319699664,0.3721943491732692,0.5167604671951924,3,12,8.523938059383435E-4,9606,Homo sapiens,"84812;1454;8867","","R-HSA-1855213;R-HSA-1855214;R-HSA-1855218"
R-HSA-176187,"Activation of ATR in response to replication stress",3,39,0.002568662319699664,0.3721943491732692,0.5167604671951924,2,9,6.392953544537576E-4,9606,Homo sapiens,"4173;4175;1960","","R-HSA-176298;R-HSA-176318"
R-HSA-110330,"Recognition and association of DNA glycosylase with site containing an affected purine",3,39,0.002568662319699664,0.3721943491732692,0.5167604671951924,2,10,7.103281716152863E-4,9606,Homo sapiens,"8970;25913;7014","","R-HSA-9629195;R-HSA-9629373"
